"seller_id","delivery_quality_orders","review_quality_orders","late_delivery_rate","avg_review_score"
"76ea5315acb3f5f7ade3cd261faf922a",13,13,0.0769,4.46
ed8cb7b190ceb6067227478e48cf8dde,14,14,0.0714,3.57
f3b80352b986ab4d1057a4b724be19d0,86,86,0.0000,4.21
"3771c85bac139d2344864ede5d9341e3",26,26,0.1154,3.85
cce6ab8d1682639fe45ab70234f1665f,61,61,0.0328,4.51
"113e3a788b935f48aad63e1c41dac1bd",39,38,0.0513,4.32
d3674f271c91f824f82d24d92011f669,20,20,0.1000,4.10
ce27a3cc3c8cc1ea79d11e561e9bebb6,122,117,0.0164,4.19
"3340ef1913fb70d28420f6ceb685c339",30,30,0.0333,4.40
f615fe7efbef0f4f08fd3086bc7a3e60,19,19,0.1053,4.63
"5b0cc932433fa5184b5b94bfe6bcc256",12,12,0.2500,3.58
"4de6e4ba574aa9dfdc824bc44dc47fdd",14,14,0.0714,4.07
"817245bcc3badd82bbd222e0366951a6",28,27,0.0357,4.11
"5c6d4016c2a288f074fa0848a2b653d2",30,30,0.1000,4.13
"8e8a7ce9f2f970dc00e2acf6f6e199f6",63,63,0.0635,4.00
fe701d88b67eaca109dffd464d1be9f9,10,10,0.1000,4.30
f5f2ab9bdb6b30c14c61be68c5ed37da,18,18,0.0556,4.28
edb1ef5e36e0c8cd84eb3c9b003e486d,163,163,0.0736,4.45
c89cf7c468a48af70aada384e722f9e2,14,13,0.0714,4.00
"5c853bb56f70f4d14218944bae111d7a",20,20,0.0000,4.25
f3c38ab652836d21de61fb8314b69182,15,15,0.0000,4.27
d57e18d5f73c7ccb7f7339b61166898d,60,60,0.0000,4.45
e7f3bf1ecd8526eb7f3b18059e6716e5,16,16,0.0000,4.63
"1caf283236cd69af44cbc09a0a1e7d32",33,33,0.0909,4.61
c9aafcd0621b2207c10e32c649cada4d,38,38,0.0789,4.42
"5a93f3ab0ef4c84ed5e1b5dbf23978bc",38,38,0.0263,4.79
"39c763cca83e654764b7a4a650fb9b7c",11,11,0.1818,3.82
acadd4d36859671cb635527c6c977533,12,12,0.0833,4.25
"3504c0cb71d7fa48d967e0e4c94d59d9",52,52,0.0000,4.48
"1ce3ae5a399804d1a87e706f8a813c3e",35,35,0.0857,3.89
"503c1de08ae81a2d86f17951b204db55",22,22,0.0455,4.41
"9b00ed88b7fdb95d6ff76e27c1b52d16",45,45,0.0667,4.53
"822166ed1e47908f7cfb49946d03c726",62,61,0.0161,4.07
cd6efc47efaabf134f8bdb654e10b4f1,30,30,0.0667,4.47
c60b801f2d52c7f7f91de00870882a75,36,36,0.1667,3.58
"81f89e42267213cb94da7ddc301651da",45,45,0.0000,3.73
"88cf19ec1fc2c58f161aee259d57142c",14,14,0.0000,4.50
"8bd0f31cf0a614c658f6763bd02dea69",32,31,0.0313,4.26
"834f3294fba9f932f56edc879193f925",65,65,0.0615,4.55
bbad7e518d7af88a0897397ffdca1979,64,63,0.1719,3.32
"52d76513f0c4d97f3b99570e2c94ee31",18,17,0.0556,4.06
"02d35243ea2e497335cd0f076b45675d",12,12,0.3333,2.67
"2d42ebcda99fd55f6f4bc2f1ca035d50",10,10,0.0000,4.30
"659e8466eb3ff1b0e8740d74fb7bbedd",11,11,0.0000,4.36
c4fabeea6e569d42d02993bb1f4f1cbc,11,11,0.0909,4.00
"48162d548f5b1b11b9d29d1e01f75a61",64,64,0.0156,4.08
ec8879960bd2221d5c32f8e12f7da711,35,34,0.1714,4.29
"31344c16881c08a8a72c6d2eb29918c1",40,40,0.0500,4.50
"32b8764b4ef628b53608fc34011fcc13",35,35,0.0286,4.23
"26785a546900236d66f2e4197c211158",15,15,0.0000,4.67
"709e16e2b25c7474d980076c6bfc4806",59,59,0.0339,4.51
"527801b552d0077ffd170872eb49683b",90,89,0.1000,4.47
d17f467e4bf608a510c20d82f4ba3b6b,11,11,0.1818,4.27
"5d9dc90a686a8fddacffab6bab5653a3",12,12,0.0833,4.17
"013900e863eace745d3ec7614cab5b1a",23,23,0.0000,4.70
"6a8b085f816a1f75f92dbac6eb545f8f",123,123,0.0732,4.18
c864036feaab8c1659f65ea4faebe1da,58,58,0.0345,4.57
"0dd184061fb0eaa7ca37932c68ab91c5",156,155,0.1090,4.06
fd386aa7bed2af3c7035c65506c9b4a3,65,65,0.1077,4.35
"391fc6631aebcf3004804e51b40bcf1e",490,488,0.0857,4.10
d1c7fa84e48cfa21a0e595167c1c500e,11,11,0.0000,4.55
"2d50d6282f8aa2257819a77bfaa0efe0",39,39,0.1026,4.00
"157c3e4b42f81ac4a44e8b1ca2fe9876",18,18,0.1111,3.94
bbaff50f3b708fda865918715276cd87,11,11,0.1818,4.73
"3df020b72d3d44b3af9d110fa3940b65",53,53,0.0943,4.02
d4f117125b59ce73c3302f88ee40c458,17,17,0.0000,4.82
f76a3b1349b6df1ee875d1f3fa4340f0,23,23,0.3043,3.39
"6560211a19b47992c3666cc44a7e94c0",1788,1774,0.0531,4.00
"855668e0971d4dfd7bef1b6a4133b41b",296,292,0.1284,3.88
"0bf0150d5b9d60d9cd2906003332f085",39,38,0.1538,3.79
"23613d49c3ac2bd302259e55c06c050c",62,61,0.0968,4.00
"655220df33262c7e0c4949a147366f94",13,13,0.1538,4.08
"4e922959ae960d389249c378d1c939f5",411,407,0.0900,3.97
"0432ead42b6c8a0bdf68154add917fdf",78,78,0.0256,4.62
"3db66a856d18a9cba7c9241fc5221c50",93,93,0.1075,4.22
f5b44895715ddfe3087dc414f30268f3,19,19,0.0000,4.00
"751bdc4d83a466c7206cd42e8f426b03",49,47,0.0204,4.02
"2bf6a2c1e71bbd29a4ad64e6d3c3629f",30,30,0.0667,4.17
a425f92c199eb576938df686728acd20,16,16,0.0000,4.50
"43f8c9950d11ecd03a0304a49e010da6",41,41,0.0488,4.56
"4992e76a42cb3aad7a7047e0d3d7e729",52,52,0.0577,3.94
"729b2d09b2a0bdab221076327f13d050",48,48,0.0417,4.56
f4aba7c0bca51484c30ab7bdc34bcdd1,107,107,0.0561,3.94
"5b85809efd0d0e4dea1a9544e1280ed9",12,12,0.0000,4.25
"8a32e327fe2c1b3511609d81aaf9f042",124,123,0.0323,3.97
"6c7d50c24b3ccd2fd83b44d8bb34e073",102,102,0.0196,4.60
be8e909810184b9b19e886129149d8e5,15,15,0.1333,3.73
"93b9a99027bd8bd6af682aff18dd19bf",18,18,0.0000,4.11
dee656f0f566ed1aa85bd137c943f08f,89,89,0.0449,4.39
b9ca8e8baa5d4aa038394a700f63e69f,14,14,0.0714,4.21
dd7ddc04e1b6c2c614352b383efe2d36,114,113,0.1316,3.92
b347677812ea483b0f528eaf8cbc09b7,20,20,0.0000,4.60
e5a38146df062edaf55c38afa99e42dc,119,118,0.0756,4.00
"821fb029fc6e495ca4f08a35d51e53a5",24,23,0.3333,3.48
"7357b52d27cbaa90f81a96cbc1279396",12,12,0.0833,4.33
b2a6d334e2833acea353624840e25a0e,24,24,0.0000,4.63
"1ca7077d890b907f89be8c954a02686a",106,105,0.1698,2.39
"562f8cfc51f265411f487d07e9c40e7f",13,13,0.0769,4.54
"411f3b52d857390502ee4e4d5ceabc2d",20,18,0.1000,4.06
"3ca08eeb8d5595949fed424bd3677742",13,13,0.0000,4.69
"8e6cc767478edae941d9bd9eb778d77a",99,97,0.0606,4.07
a1474fd46fd3430168f7ec202da39408,12,12,0.1667,4.33
"851773c885feb5e2da3b4f82bc2b17ce",10,10,0.2000,4.20
"30a2f535bb48308f991d0b9ad4a8c4bb",66,66,0.0303,4.48
"5d0363b33554b373851fc1622e4d5f3c",90,90,0.0778,4.13
adbc26658d6c7b4b6219f9d934598091,86,86,0.1395,4.12
a49928bcdf77c55c6d6e05e09a9b4ca5,93,93,0.2258,3.09
"6c177e38df6d3f34182b1f1d427231bf",53,53,0.0189,4.15
fe49ee029e61e789a1f3a5525f57ba8d,16,16,0.0625,4.25
"712e6ed8aa4aa1fa65dab41fed5737e4",77,76,0.2078,3.39
"582d4f8675b945722eda7c0cb61ba4c7",53,53,0.0189,4.25
"5b51032eddd242adc84c38acab88f23d",11,11,0.0000,4.27
"31561f325664a8a7aba4c8d0c3a9b3db",35,35,0.0000,4.69
"17f51e7198701186712e53a39c564617",55,55,0.0909,4.35
"87b740daf17b5d1be335a64164ec6842",10,10,0.1000,4.00
d6b1ce66b035a475f00c017792ff9769,88,87,0.0568,4.36
"7b0df942f46435babab05d49b744b2c4",32,31,0.0938,4.39
"7aa4334be125fcdd2ba64b3180029f14",211,210,0.1185,4.14
a5cba26a62b8b4d0145b68b841e62e7f,53,53,0.0189,4.57
"08d0949a9a17c027262db1f3c450c26c",10,10,0.0000,4.00
ececbfcff9804a2d6b40f589df8eef2b,95,95,0.0947,4.13
d1b9d4be4b6f9ebd85f8acd6745ba612,10,10,0.0000,4.50
"4bfc7a4a1cf8d4d2121c27422d9e50b5",24,24,0.0417,4.50
"1d8dbc4f32378d715c717c1c1fc57bae",87,85,0.0920,4.16
cd06602b43d8800bd0afad514919d35c,41,41,0.0488,3.83
"1e8b33f18b4f7598d87f5cbee2282cc2",117,115,0.0342,4.47
"9d5604a1f112324ad6b2aa552122e0fb",13,13,0.0000,3.54
de722cd6dad950a92b7d4f82673f8833,335,334,0.0358,4.32
"2d518637f53161b973e01f56ea4bb88e",13,13,0.0000,4.92
"00ee68308b45bc5e2660cd833c3f81cc",130,129,0.0769,4.33
eed78ac17f7f795a19a709745f00cd4e,20,20,0.0000,3.75
c84592044b180dec206770c38603814b,14,14,0.0000,4.43
"334cab711dee080b079fa5779b584783",10,10,0.0000,4.90
"2a1348e9addc1af5aaa619b1a3679d6b",45,44,0.2889,3.27
"51702dc2a3e106c76dbff722b5bf0726",13,13,0.0000,4.31
"0241d4d5d36f10f80c644447315af0bd",224,223,0.0491,4.46
"58f1a6197ed863543e0136bdedb3fce2",41,41,0.0244,4.22
"78c99c6dff4eeae5be99bf635ed21e3f",30,30,0.0667,4.53
b64d51f0435e884e8de603b1655155ae,16,16,0.1250,4.44
f4c4daa86e30c7e5a553a8d518ac03a5,18,18,0.0556,4.00
dfc475d54e1b6dbeeb7d7d9bdaa63827,17,17,0.0000,4.71
"1771297ac436903d1dd6b0e9279aa505",28,27,0.0357,4.63
"42b729f859728f5079499127a9c2ef37",101,100,0.0792,4.51
f27e33c6d29b5138fa9967bcd445b6d5,91,91,0.0879,4.08
"5f2684dab12e59f83bef73ae57724e45",67,67,0.0597,3.79
e63e8bfa530fb16910dd6956e592bb81,36,36,0.0556,4.33
cb8bcce248bb1fb274ba762d8b971456,65,65,0.0154,4.32
"2e90cb1677d35cfe24eef47d441b7c87",126,126,0.1270,4.11
"1da3aeb70d7989d1e6d9b0e887f97c23",254,253,0.0472,4.17
"6bb0724edf0b62fb91ac404873a97241",17,15,0.0588,4.47
"392e0502231ae2f8b29994ef6398cd77",17,17,0.1176,4.35
aba1721a889e04decc910aa13b768ef4,81,81,0.0741,4.44
c003204e1ab016dfa150abc119207b24,194,194,0.0515,4.48
c6a7539d424a8402232c2228d7a03c5e,10,10,0.1000,3.10
fcdd820084f17e9982427971e4e9d47f,16,16,0.1250,3.94
"1430239a858e7682bbc43b20758af153",17,17,0.0000,4.18
fffd5413c0700ac820c7069d66d98c89,53,52,0.1321,4.04
"3935fe5fe0f82787a9dcb8deb62be09d",16,16,0.1250,4.00
daeb5653dd96c1b11860f72209795012,38,38,0.0789,4.25
"97512d3fc193b2d1dfcdba0f9d1f0f8a",12,12,0.0833,4.25
"9df5750209b83567ec144eb299d7d634",11,11,0.0909,4.00
"0d85bbda9889ce1f7e63778d24f346eb",51,50,0.1176,4.20
a3dd39f583bc80bd8c5901c95878921e,34,34,0.0294,4.59
"325f3178fb58e2a9778334621eecdbf9",32,32,0.0000,4.56
cf2384dd2f1dddea3f838efed0945e65,16,16,0.0000,3.94
f5a590cf36251cf1162ea35bef76fe84,113,113,0.0708,4.27
a369d693961cb93b61ca2cc518872a85,10,10,0.0000,4.20
"83deb69e889cf80f82be1dc6d5f2d486",40,40,0.0500,4.33
"42bde9fef835393bb8a8849cb6b7f245",34,34,0.0294,4.35
"0509040ea3fe50071181bbc359eb7738",87,86,0.0460,4.48
b4f8921fcc4ff77b66bea6dda43dcd51,17,17,0.0588,4.53
"679769a98cfcc6da877c8486ff1c13f3",21,21,0.0000,4.57
d1b65fc7debc3361ea86b5f14c68d2e2,39,39,0.0256,4.64
"3ade81dab5a172b88e1871c28ae05260",27,26,0.1111,4.23
"4324dd16853115efb0fd9d0d131ba6f4",11,11,0.0909,4.09
"87d30a6a0cbf89356e49324971ab1d24",17,17,0.0588,4.35
"5f67c6082caacb26e431a7b17940cece",13,13,0.2308,3.54
"18e694e0e48ed6f7aa3f24aade5fd697",31,31,0.0323,4.68
"46dc3b2cc0980fb8ec44634e21d2718e",499,493,0.0581,4.30
"7ddcbb64b5bc1ef36ca8c151f6ec77df",324,321,0.0833,4.04
"6cd68b3ed6d59aaa9fece558ad360c0a",145,145,0.0138,4.46
b1aaae6b66ad3c40f54b389d7ea4bee0,14,14,0.0000,4.36
f8db351d8c4c4c22c6835c19a46f01b0,646,643,0.0433,4.30
"8ff1a9df749e454105c55cda13e79143",12,10,0.0000,4.00
"4c8b8048e33af2bf94f2eb547746a916",17,17,0.1176,3.59
fad44952713764836814be105382aee5,31,31,0.0000,4.35
d91fb3b7d041e83b64a00a3edfb37e4f,524,520,0.0382,4.14
"4e7c18b98d84e05cbae3ff0ff03846c2",80,79,0.0375,4.23
"05ff92fedb5be47920fea08e501238b9",57,57,0.0351,4.32
"827f8f69dfa529c561901c4f2e0f332f",91,89,0.0659,4.29
f45122a9ab94eb4f3f8953578bc0c560,179,179,0.0726,4.01
b1b3948701c5c72445495bd161b83a4c,14,14,0.6429,1.93
b17b679f4f5ce2e03ce6968c62648246,50,50,0.1600,3.98
"1bb2bdb95f4841f1bba2c0d2cd83d3c9",79,78,0.0633,4.63
"9c0e69c7bf2619675bbadf47b43f655a",137,136,0.0949,4.26
"6a38087bc8ad4f89ff453561005f6dea",15,15,0.0000,4.60
"33a6f4b1e7cdc205511e76ba1b6e0186",100,100,0.0200,4.46
"6df688df543f90e9b38f4319e75a9d88",39,39,0.0000,4.56
e067ad2c1c0b48758eb1b5228bcf7a68,54,54,0.0741,4.15
"6288c69c4ce638e59925e59193f98b16",20,20,0.0500,4.25
c273175f7c6c80fb02f051e2fc6d0d72,14,14,0.0714,3.79
"7b7f91e98f8c6def45a1407923304402",11,11,0.0909,4.18
"972d0f9cf61b499a4812cf0bfa3ad3c4",75,73,0.1200,3.08
e5e33c0d8e7e002f398f5dc4cbbb338f,26,26,0.0769,4.58
"3d5d0dc7073a299e31fa718ce1bc00b6",21,21,0.0476,4.43
"5cf13accae3222c70a9cac40818ae839",142,141,0.0211,4.56
"3586b8580d9c917874e053a1bb37b5ff",36,36,0.0278,4.42
"26d8a1c7c75d513045798992ead43aa2",34,34,0.0882,4.41
"55f7a3319d80f7fdf078b8f03e6725fe",22,22,0.0455,3.77
"4d6d651bd7684af3fffabd5f08d12e5a",357,356,0.0392,4.26
c847e075301870dd144a116762eaff9a,41,40,0.0732,4.20
cca3071e3e9bb7d12640c9fbe2301306,665,654,0.0481,3.97
"0afccdb8a34ee5c79f7c06faf2b4d56e",24,23,0.0833,4.09
"624f4ece8da4aafb77699233d480f8ef",46,46,0.0870,4.39
"5a8e7d5003a1f221f9e1d6e411de7c23",126,126,0.0397,4.20
"5f5b43b2bffa8656e4bc6efeb13cc649",26,26,0.0385,4.42
ba90964cff9b9e0e6f32b23b82465f7b,38,38,0.0526,4.42
"5058e8c1e82653974541e83690655b4a",59,58,0.1186,3.34
"6b15924333bd1a741595fe981ea04822",20,20,0.0000,4.70
"1d4587203296c8f4ad134dc286fa6db0",39,39,0.0256,4.36
f7ba60f8c3f99e7ee4042fdef03b70c4,213,213,0.1408,4.26
"276677b5d08786d5dce7c2149dcce48b",31,31,0.0645,4.03
afe0067131b73e40875c9b6c10bd2e21,45,44,0.0444,4.27
"0ffa40d54288e4f3499b8780dd0f144f",33,33,0.1212,4.48
b33aaadd1a8891d2dfef0c4c3bdf0371,16,16,0.1250,3.94
abcd2cb37d46c2c8fb1bf071c859fc5b,42,42,0.0476,4.38
"9d5a9018aee56acb367ba9c3f05d1d6a",65,65,0.0154,4.49
d32e3909cfb714fb2a6cb092c85b9c5f,10,10,0.2000,3.50
"9c690ceacd5c66731bf443ea810195cb",10,10,0.0000,4.30
e59aa562b9f8076dd550fcddf0e73491,69,69,0.0870,4.26
"2addf05f476d0637864454e93ba673d5",12,12,0.0000,5.00
"808d4348b916efa08e766ebad39f61eb",20,20,0.0500,4.60
d23019c84ffae2d5ef2270367b8605fc,37,37,0.0270,4.38
"05f51e13da97139648b8125c31e5f51b",57,57,0.1579,4.23
"900ba814c251a692506d7834c1218441",84,82,0.1429,4.24
"1900267e848ceeba8fa32d80c1a5f5a8",359,354,0.0919,3.97
"1fe5540d7c1c37a595fefbacd5570d9e",20,20,0.0500,4.30
b8bc237ba3788b23da09c0f1f3a3288c,45,44,0.0222,4.32
"47efca563408aae19bb7206c2d969ea9",10,10,0.0000,4.30
"5ab05b6d86d417796c69ffd6774ec832",10,10,0.1000,3.80
adcf50477d6a1f5d91bb9d54c4903cb5,16,16,0.1875,3.56
"7f7b8245c336066a1f9933c359f11d77",38,38,0.0263,4.55
"226b05fe067266c59c15dae208213d06",10,10,0.0000,4.50
d66c11a9572221d92fbb8c4897db5f9b,16,16,0.0000,4.56
"7a67c85e85bb2ce8582c35f2203ad736",1120,1112,0.0536,4.32
"903037660cf848a717166eb7a06d616e",42,42,0.1190,3.93
"232a6014e7b10cba61c6c2b2ea6bb4b0",32,32,0.0313,4.16
"79ebd9a61bac3eaf882805ed4ecfa12a",122,122,0.0492,4.20
"40d54b51e962dbe09cabbcfd33298dee",29,29,0.0000,4.10
"5b179e9e8cc7ab6fd113a46ca584da81",34,33,0.0588,3.67
c3acdfac4e3e97ff87529454fbc03642,12,12,0.0833,4.25
c8467937e403e76a8ee9f0ab13f6f5ef,30,28,0.1333,4.07
"02ecc2a19303f05e59ce133fd923fff7",20,20,0.0000,4.70
"77530e9772f57a62c906e1c21538ab82",297,297,0.0976,4.21
"2156f2671501a81034d7d07f217609d0",21,21,0.1429,4.00
"3a1a1fec38dd360f15fc912e821e169d",14,14,0.2857,3.79
cbd996ad3c1b7dc71fd0e5f5df9087e2,159,156,0.0818,4.21
f08c008c8a8d31417763738a1788a2a8,17,16,0.1765,3.75
"0a85ebe4e328db81ac9109781205e2f7",11,11,0.0909,4.64
"602044f2c16190c2c6e45eb35c2e21cb",45,44,0.1778,3.30
bb5bd94c8f59cc050072d2930c869cac,13,13,0.0000,4.31
"1b7e5006cb25dd23ce8686691013b121",11,11,0.1818,4.36
cb41bfbcbda0aea354a834ab222f9a59,11,11,0.3636,3.27
c6381d2d013342748761e906d45aff76,15,15,0.0000,3.87
"0bb738e4d789e63e2267697c42d35a2d",28,28,0.0357,4.64
"730937bf88cb151eb2eb849f642fc213",21,21,0.0476,4.57
cb3dd9ce66268c7a3ca7241ac70ab58c,48,48,0.0417,4.20
aafe36600ce604f205b86b5084d3d767,127,127,0.0394,4.40
a673821011d0cec28146ea42f5ab767f,116,113,0.1121,4.13
"9d7a1d34a5052409006425275ba1c2b4",13,13,0.0769,4.38
"0691148aee60ca47977c187804f935ae",46,46,0.0217,4.25
"2e13c71026e1a39ba5cc1b86dcb679aa",23,23,0.0435,4.52
"7d76b645482be4a332374e8223836592",168,166,0.0952,4.01
ffeee66ac5d5a62fe688b9d26f83f534,14,14,0.1429,4.21
ff1fb4c404b2efe68b03350a8dc24122,43,43,0.1395,4.16
"34d1ca11b242c0fee2c834ae8d788566",40,39,0.0000,4.33
e24d3429d294b2eb200b064ebb035879,19,19,0.0526,4.26
"7e3f87d16fb353f408d467e74fbd8014",90,90,0.0667,4.20
b494891378bd8f4560abe576c52deacd,19,19,0.0000,4.74
"4677a5437afda5fa7140b927b07be1cc",11,11,0.0909,4.36
ba143b05f0110f0dc71ad71b4466ce92,82,82,0.1220,4.49
"240b9776d844d37535668549a396af32",35,35,0.0286,4.34
"3ab971ce71839580d2ae5b4e40fe8044",35,34,0.0571,3.91
dd55f1bb788714a40e7954c3be6df745,35,35,0.1714,3.74
f46490624488d3ff7ce78613913a7711,80,80,0.1125,3.76
e49c26c3edfa46d227d5121a6b6e4d37,33,33,0.0000,4.61
"1a3df491d1c4f1589fc2b934ada68bf2",160,160,0.0375,4.27
"1835b56ce799e6a4dc4eddc053f04066",375,372,0.1147,3.77
"750303a20e9c56b2a6bc45cdce0b897d",53,53,0.0377,4.30
da7039f29f90ce5b4846ffc0fcc93beb,16,16,0.0625,4.75
"4b0fdb526525f9890eb145bf1534640e",17,17,0.0000,4.00
"768a86e36ad6aae3d03ee3c6433d61df",16,16,0.1250,4.63
df0f42bc4c2142eacf0eaf2cffd0cfbb,13,13,0.0000,4.38
cc5a78bbad32776dc4e3af205218368c,31,31,0.0323,4.45
"25cf099de44674fde97473224f9d59ab",50,49,0.0400,4.33
d4ffeb15b67e81ff9af2b4252d99fb7e,11,10,0.0000,4.30
"2dee2ce60de9709b1a24083217181a1f",54,54,0.0185,4.43
"4c18691b6037662be2df78a765d98ab5",62,62,0.0645,3.85
"11305281b50fff20ae8bb473f8e11876",34,34,0.1176,4.29
"557f22c76691849db52d2abccf0015d0",12,11,0.0000,3.27
"99eaacc9e6046db1c82b163c5f84869f",63,63,0.1111,4.00
de23c3b98a88888289c6f5cc1209054a,157,157,0.0764,4.31
aaed1309374718fdd995ee4c58c9dfcd,103,103,0.0291,4.09
c8b3445d737de6befde0c88ede534a5e,29,29,0.0345,4.41
"1690cada046eb7e92c12f98b1f8a8167",10,10,0.1000,4.90
"403aa86912527d730337ffcb0fb096ab",11,10,0.0000,4.00
"179d859f51292aac5c10806a356f7af9",18,18,0.0556,4.39
"1b4c3a6f53068f0b6944d2d005c9fc89",108,107,0.0463,4.27
"30829ded4523ab9224b93bc49a62c95f",18,18,0.0556,3.78
"3361277dc30b7cccdb0c286b24219756",29,29,0.0690,4.34
"669ae81880e08f269a64487cfb287169",159,158,0.0440,4.30
"4a3ccda38b2129705f3fb522db62ca31",61,61,0.0656,4.02
d8c7ba53e7e38711eaef8c2849d6d2e1,21,21,0.0000,4.48
"259f7b5e6e482c230e5bfaa670b6bb8f",132,131,0.0152,4.42
c3cfdc648177fdbbbb35635a37472c53,273,272,0.0147,4.51
"7142540dd4c91e2237acb7e911c4eba2",311,309,0.0740,4.08
e9511df20ccd82658a30c37b7fb343af,22,22,0.0000,4.32
e9d99831abad74458942f21e16f33f92,129,128,0.1008,3.95
db2956745b3a8e9f3785c99f34b5d25e,43,43,0.0930,3.91
e627629ba868740e287800f1a9be81c2,10,10,0.0000,4.90
"116ccb1a1604bc88e4d234a8c23f33de",59,59,0.0339,4.69
"3f8034bfc6b8b4135534975d49f04c63",11,11,0.0000,4.00
"53d00c40e32aeb924a84ce72b1af869d",16,16,0.1250,4.38
"082e0bf4cb865a6533b1e8e498cc0255",11,11,0.1818,3.27
e48cc16ab70bfa09e1401740dce0b3d7,13,13,0.0000,3.77
a066df7361163e7ddc5d7452dd17448b,15,15,0.2000,4.40
bd23da7354813347129d751591d1a6e2,83,82,0.0241,4.15
c31eff8334d6b3047ed34bebd4d62c36,116,115,0.1207,3.90
a7f13822ceb966b076af67121f87b063,73,72,0.0411,3.40
b14db04aa7881970e83ffa9426897925,74,71,0.1081,3.77
e256a62e0ac58c0edfba09966142d561,12,12,0.0000,4.42
"41da412d33e8da4f22baf55cb1bde82c",15,15,0.0000,4.67
abc015ebac1d283a323ca9db35ede4b9,12,12,0.0000,4.42
"01bcc9d254a0143f0ce9791b960b2a47",10,10,0.0000,4.40
a416b6a846a11724393025641d4edd5e,157,157,0.1083,4.22
"4c498c7345e89aebad651544829beca0",44,44,0.1136,4.43
"8e2b3afb420011ef0c88c9d5f11ea526",10,10,0.1000,4.50
"1464afc72f696af775557a821c2e253f",29,29,0.0345,4.24
"4830e40640734fc1c52cd21127c341d4",197,197,0.0508,4.25
"229c3efbfb0ea2058de4ccdfbc3d784a",118,117,0.0169,3.62
"9803a40e82e45418ab7fb84091af5231",11,11,0.0000,3.73
"0ed6ce5d87fd9c69eaacaeb778d67235",42,41,0.1429,4.39
bd4889b5e9133b35b66e42a8665cea5c,36,35,0.0000,4.40
"4b9750c8ad28220fe6702d4ecb7c898f",214,214,0.0607,4.37
"0887a9f087bcd5d9f6642b52f897fc6c",12,12,0.0833,4.42
"4ebdc7e6cd6102a022dadc49156d4ea8",28,28,0.0357,3.89
ca3bd7cd9f149df75950150d010fe4a2,67,67,0.0149,4.10
"5d3bb11474a06bdc23fb9e89f1164ee0",31,31,0.0323,3.90
f0837c8d71434931d9e38e7b79234797,22,22,0.0455,4.59
"2745f798279e0ed033addcc1474776d7",31,30,0.0968,3.93
"888faa8bfb0b159c37de6d898b961c31",17,17,0.0000,4.24
"723cd880edaacdb998898b67c8f9da30",10,10,0.1000,4.10
"165fc07beebdcb6190fba8a06db2a449",46,46,0.0870,3.96
b32be1695eb7ec5f10f72d9610a12527,44,43,0.0455,4.14
"6973a06f484aacf400ece213dbf3d946",77,76,0.1688,3.86
bc47d5d1490df2b36add65d733eafaba,18,18,0.1111,3.94
fa1c13f2614d7b5c4749cbc52fecda94,566,562,0.0936,4.39
d25aa0aaacb370e912f8cf6efeba38b3,16,16,0.0625,4.56
"1d29dfba02015238dfbe2449a5eaa361",12,12,0.0833,4.50
"59fb871bf6f4522a87ba567b42dafecf",123,123,0.0569,4.28
"070d165398b553f3b4b851c216b8a358",29,29,0.1379,3.31
"6ddc28b61be28373b4503a1f61cf98a9",10,10,0.1000,4.30
"6f229cc508fc6915ed5c499efd93baa4",13,13,0.1538,4.38
b839e41795b7f3ad94cc2014a52f6796,33,33,0.0303,4.09
f67efa3f0b6761102a7f8c6b7b571f5d,29,29,0.0000,4.59
e5475dcab1e07b63d7f6e902d8f5eda8,19,19,0.0526,4.11
"8f119a0aee85c0c8fc534629734e94fd",73,73,0.0411,4.34
"16090f2ca825584b5a147ab24aa30c86",397,395,0.0806,4.09
c33847515fa6305ce6feb1e818569f13,108,108,0.0370,3.90
"138dbe45fc62f1e244378131a6801526",44,44,0.0227,4.27
"412a4720f3e9431b4afa1476a1acddbe",21,21,0.0476,4.24
b6d44737c043328708f6749c2dbe50bd,56,56,0.0536,4.66
bacb1f0ed56ad24198f5810d2b3fe9a5,37,36,0.0270,4.31
"0db783cfcd3b73998abc6e10e59a102f",130,129,0.0385,4.22
"257e61d3251fb5efb9daadddbc2cf7ca",12,12,0.0000,4.75
d624126b9206f595fb3fbb6ba03b28a8,23,22,0.0435,4.32
d9a84e1403de8da0c3aa531d6d108ba6,51,51,0.0588,4.73
"2f4b0d3b9634b647d4edee577d7ebb7e",10,10,0.0000,4.90
"48efc9d94a9834137efd9ea76b065a38",33,33,0.0000,5.00
"1b8356dabde1d35e17cef975c3f82730",55,55,0.0182,4.22
c510bc1718f0f2961eaa42a23330681a,12,12,0.0000,4.25
"520b493b57809f446cb0a233bb3e25c7",62,62,0.0161,4.35
"52f0fe436a347ddad7ed5f9aa4e27eaa",17,17,0.1176,4.00
"33c51922b6e3c16b24a8f28e5833c99d",18,17,0.0556,4.24
f1ed6bd0a9b11b581f16c851c6a5a527,17,17,0.0588,4.41
"4da0e408c99d2fdc2126dc9fce518060",43,43,0.0000,4.40
e48b04bf1aa1ef711caebeb7aede6180,25,25,0.0000,4.48
db46ca7bce82b11f7e247539271fc390,15,15,0.0000,4.80
bccf933e006e9b94a6184af782963e77,45,44,0.0222,4.52
